filename,id,matched_label,Turku_NLP,Turku_NLP_sub
HI_2_clean_dedup.db,986848adfee4e8045b11a7333a084f81,ID,IN ; IN ; HI ; ID,dtp ; fi ; oh ; -
HI_2_clean_dedup.db,7299da5d7b3586597e28def2ad19bc31,ID,IN ; IN ; HI ; ID ; OP,fi ; oi ; oh ; - ; oo
HI_2_clean_dedup.db,ca3d5285b8f61c6079a7712d0a8c9cf2,ID,HI ; IN ; ID,oh ; fi ; -
HI_clean_dedup.db,80cd4b9b8ea5e609ff02b33277c0d3ed,ID,HI ; IN ; IP ; ID,oh ; oi ; oe ; -
HI_clean_dedup.db,cc9b6620569dbcc0f37dcb3f49190800,ID,HI ; ID,oh ; -
HI_clean_dedup.db,ac41c16fc2a39777eea1f1995bb953de,ID,HI ; ID ; IN,oh ; - ; dtp
HI_clean_dedup.db,c5408f13abdb99c0e8f9786994fb587a,ID,HI ; ID ; IN ; IN,oh ; - ; fi ; oi
HI_clean_dedup.db,e9883ecb3f261463075c43e326afe9cf,ID,OP ; ID,av ; -
HI_clean_dedup.db,d0ffda7908beefe2c07787835872886a,ID,OP ; OP ; ID,av ; ob ; -
HI_clean_dedup.db,ac5a62558141c5de69fcd331dc1b6ea2,ID,HI ; ID ; IN,oh ; - ; oi
HI_clean_dedup.db,7255a23b766709e222fe90069a1d8437,ID,IN ; HI ; ID,dtp ; oh ; -
HI_clean_dedup.db,638d77eda69703f2a4bde16dfe67f41c,ID,IP ; ID,oe ; -
HI_clean_dedup.db,8020f755ce16e650c7d838b88e4b27dc,ID,IN ; ID,dtp ; -
HI_clean_dedup.db,c079ebf831355bd675b8421c15c92c9b,ID,OP ; ID,oo ; -
ID_clean_dedup.db,fca0356992f07cad44c9bedf6379ffc8,ID,OP ; ID,ob ; -
ID_clean_dedup.db,ac2d15c2d800b725cf26387fa7616c47,ID,OP ; ID,av ; -
ID_clean_dedup.db,8df2f7741fa562e9d80217e4f2c7eae7,SP,SP,it
ID_clean_dedup.db,cc54cc88925834384fdfc8ec07c6adb5,SP,SP,it
ID_clean_dedup.db,45f87e78f85349c2dd1574c72d9c1318,SP,SP ; ID,it ; -
ID_clean_dedup.db,45f87e78f85349c2dd1574c72d9c1318,ID,SP ; ID,it ; -
ID_clean_dedup.db,8207d7723c5777b1333f7ac9a8d84a59,ID,ID,-
ID_clean_dedup.db,b89d3b9a67a4cd459a7704b63d124672,SP,SP,it
ID_clean_dedup.db,63e2b28e02273f06d8851cb3fdfea21a,ID,OP ; OP ; ID,rs ; av ; -
ID_clean_dedup.db,97cdc4ace3bbff9ea6054006545bd22a,SP,SP,it
ID_clean_dedup.db,63e7b423c1f36ca68a22d94e43bfe7b4,SP,SP,it
ID_clean_dedup.db,a6c743cbbdbe0054d9401408a6bc37d1,SP,IP ; SP,oe ; it
ID_clean_dedup.db,84ad49a1f92759e16707e8060fe7e79b,ID,OP ; ID ; NA ; OP,av ; - ; nb ; rv
ID_clean_dedup.db,e763aef3a395ec3af72bbe7fda1fce7a,SP,SP,it
ID_clean_dedup.db,26ced57c91c04d0c5874ba5e0ec76d83,SP,SP,it
ID_clean_dedup.db,ab0b374ead2fd1430cfd315fd1f87dad,SP,SP,it
ID_clean_dedup.db,b9b8c4180b3fbe3feef9809beaf4d6bc,SP,NA ; SP,ne ; it
ID_clean_dedup.db,c3de3519badb87f9fbd62cea15f38c2f,ID,IP ; ID,ed ; -
ID_clean_dedup.db,f34f87ca99a48443153635473b570476,ID,OP ; ID,ob ; -
ID_clean_dedup.db,a36e13c91d9960782168446db4ede3b5,SP,SP,it
ID_clean_dedup.db,144d7b5b9272bd42cd78d56ddb42fc49,ID,IN ; ID,en ; -
ID_clean_dedup.db,bd837650ad61f1fcd3b8a814b25ec228,ID,NA ; OP ; ID,ne ; ob ; -
ID_clean_dedup.db,e3c43c0be073b49d7e89436e13d42a1f,SP,SP,it
ID_clean_dedup.db,d37abdaf73636a8a380e8b33767d266a,SP,SP,it
ID_clean_dedup.db,ae2b11455075ba05d5e3347e838eb7f1,SP,NA ; SP,on ; it
ID_clean_dedup.db,50c3f539ae57dfa894eeb09d55c6660d,SP,SP,it
ID_clean_dedup.db,c8bb5b2116d8c9358b6ab5ba5ffbcb95,ID,IN ; ID,fi ; -
ID_clean_dedup.db,7484398bc52b32e1be58a21df3bc279a,SP,IP ; SP ; ID,ed ; it ; -
ID_clean_dedup.db,7484398bc52b32e1be58a21df3bc279a,ID,IP ; SP ; ID,ed ; it ; -
ID_clean_dedup.db,c49275321bc24b937a97de52ec9ed722,SP,SP,it
ID_clean_dedup.db,79a344372fd5c4d0a58221de234f2fa9,SP,SP ; ID,it ; -
ID_clean_dedup.db,79a344372fd5c4d0a58221de234f2fa9,ID,SP ; ID,it ; -
ID_clean_dedup.db,dfe481f4ee68792150fa9a96d93a2b50,SP,SP ; OP,it ; rs
ID_clean_dedup.db,bba017924429b0ef0569919cc1058ccf,ID,OP ; ID,ob ; -
ID_clean_dedup.db,76cca96b94ab60f6b76c3840c1d491a6,SP,SP,it
ID_clean_dedup.db,8147fad61e98ad8baab8534df8a1380d,SP,SP,it
ID_clean_dedup.db,fea4458a38970163a9b35ccf2d0db95d,SP,SP,it
ID_clean_dedup.db,477910f13989f36583053bcb2018f2a9,ID,ID,-
ID_clean_dedup.db,aec9ec258e21ae28bf28c29665240690,SP,NA ; SP ; ID,on ; it ; -
ID_clean_dedup.db,aec9ec258e21ae28bf28c29665240690,ID,NA ; SP ; ID,on ; it ; -
ID_clean_dedup.db,a410d66499e19d3264e96868307c6b85,ID,IP ; ID,ds ; -
ID_clean_dedup.db,8244978a9f4132c539fa56d3edab49bb,ID,IP ; ID,ds ; -
ID_clean_dedup.db,aa22d78b38d62aec1f47ed2736345cc3,ID,IP ; ID ; OP,oe ; - ; rv
ID_clean_dedup.db,0aae2172fd1588ec14b35c494c89ec3c,ID,IN ; ID ; HI,oi ; - ; oh
ID_clean_dedup.db,ebba1f75cafdf311a210df7e66f22101,ID,ID,-
ID_clean_dedup.db,ba6f215f660441948c79d298b60d3aa5,ID,OP ; ID ; LY,av ; - ; -
ID_clean_dedup.db,e637572a390a5ca2ef204a89cd154e54,ID,HI ; ID ; OP,re ; - ; oo
ID_clean_dedup.db,a389bfe0d7753117fcf8a96adedf0afe,ID,OP ; ID,av ; -
ID_clean_dedup.db,71f41c070ea17c62ed12888677fa6591,ID,IP ; ID,oe ; -
ID_clean_dedup.db,e1b188a219858957167916d29881ed48,ID,IN ; ID,dtp ; -
ID_clean_dedup.db,e164ed06b8230b53e0b999a9f7f90a1e,ID,IP ; ID,ds ; -
ID_clean_dedup.db,14e7b4d57579de4b45e7bb35bab26589,ID,NA ; OP ; ID,nb ; rv ; -
ID_clean_dedup.db,b9fe90910240c2d43934b4ad592382ee,ID,LY ; ID,- ; -
ID_clean_dedup.db,362b3c3f95a4770e0d71ef9176188fba,ID,NA ; OP ; ID,ne ; oo ; -
ID_clean_dedup.db,9c35cc97d1d68ff16d7572f0b49fe273,ID,LY ; ID,- ; -
ID_clean_dedup.db,34feadf1dc529bc474b2f72ecd462496,ID,IP ; ID,ds ; -
ID_clean_dedup.db,d3ab69b8c4dbb2a0e45a8dbac0b7a9ed,ID,OP ; ID,av ; -
ID_clean_dedup.db,305bee59e8ece3ce263c3b5c4c8abf19,ID,IP ; ID,oe ; -
ID_clean_dedup.db,bced51a601a5d0429cc61845695bffd3,ID,OP ; ID ; OP,av ; - ; oo
ID_clean_dedup.db,6f6ffedc4f697a29df1863e9f9abe393,ID,IN ; ID,oi ; -
ID_clean_dedup.db,a968d357cebacc6de1dbb9350b005ad0,ID,IP ; ID,ds ; -
ID_clean_dedup.db,50c4e96fbbaa687c1ec088cba98d47b0,ID,LY ; ID,- ; -
ID_clean_dedup.db,b05fb94276b6c900861397fd81daec7a,ID,IP ; ID,ds ; -
ID_clean_dedup.db,5c746b03f436ca6720f00bfe17c343fd,ID,IP ; ID,ds ; -
ID_clean_dedup.db,03e84d1bcfc704db11ce2fa26cf36ab4,ID,IP ; ID ; OP,oe ; - ; rv
ID_clean_dedup.db,decdde636fa5b5595bea9b460d68ce54,ID,NA ; HI ; ID ; OP,nb ; oh ; - ; oo
ID_clean_dedup.db,816743cb6d1281a9420700c38c24b531,ID,ID ; IN ; OP,- ; dtp ; oo
ID_clean_dedup.db,9b81f4a7de7c466ed17d57928bdd198d,ID,ID,-
ID_clean_dedup.db,24c6eb20956cf511c17faa36df0d6b87,ID,LY ; ID,- ; -
ID_clean_dedup.db,f56862945abaf36e9aed6906b3582241,ID,IN ; ID,dtp ; -
ID_clean_dedup.db,07f4ca47e0231bd7466fc6c4fa008c22,ID,IP ; IN ; ID,oe ; dtp ; -
ID_clean_dedup.db,67c7c7ec16c2ae2a8610265c1d3a117f,ID,ID,-
ID_clean_dedup.db,9b78cb69077b2fdb27aa51a83ca5775d,ID,ID ; LY ; OP,- ; - ; oo
ID_clean_dedup.db,b0d98b11192aff26573a0bd00e5e84ad,ID,ID,-
ID_clean_dedup.db,c6b834c07e659ae134892bc5172618d8,ID,LY ; ID,- ; -
ID_clean_dedup.db,74a8f3db4544dbf3e35359e49cc04b81,ID,IN ; IN ; ID ; OP,dtp ; oi ; - ; rv
ID_clean_dedup.db,8df90d63357a116208e074d18f6704fb,ID,OP ; ID,av ; -
ID_clean_dedup.db,d36c1f188007051a5eb0bf117a968f5c,ID,ID ; OP,- ; rs
ID_clean_dedup.db,25a1661c17e4a9d65d4e64e69e28bee2,ID,LY ; ID,- ; -
ID_clean_dedup.db,4a3e0ab413c25d6ae37df9f1cac645e9,ID,IN ; ID,dtp ; -
ID_clean_dedup.db,a0d47935a25ced6143b0b23d933eaf9d,ID,OP ; ID,oo ; -
ID_clean_dedup.db,6c93dd97f04dcb7f7c5d6606a708721c,ID,IN ; ID ; OP,dtp ; - ; rv
ID_clean_dedup.db,ff2e7192211e67c12ab69a57cc3b0fff,ID,LY ; ID,- ; -
ID_clean_dedup.db,e13e8e6f25a50b25bf24c7750f05a47d,ID,HI ; ID,oh ; -
ID_clean_dedup.db,a5dfa891a8d4f6430edd2f7c0626439b,ID,IP ; ID,oe ; -
ID_clean_dedup.db,4e9da260ce84e73d984611a7c76a173c,ID,HI ; ID,re ; -
ID_clean_dedup.db,218b1f99eb8b21c1ad06f9e5ae078298,ID,NA ; OP ; ID,nb ; oo ; -
ID_clean_dedup.db,35a352f7ab4822a0f32a4d7c1cb68270,ID,IP ; ID ; OP,oe ; - ; oo
ID_clean_dedup.db,95523a0826509d07c0db1162a8c51f39,ID,IN ; ID ; OP,dtp ; - ; rv
ID_clean_dedup.db,25f1b74d462f488e30ab3f8d58ad10a8,ID,LY ; ID,- ; -
ID_clean_dedup.db,ae08c7711595d4b6d1c60c46eba5c5f8,ID,IN ; ID ; OP ; OP,dtp ; - ; rv ; oo
ID_clean_dedup.db,9aa41197c0d1ab457321e1c048d74a73,ID,LY ; ID,- ; -
ID_clean_dedup.db,3c8fe5c3f7b219094917d26440ef7352,ID,IN ; NA ; ID,dtp ; on ; -
ID_clean_dedup.db,b3148d8f4f65349acbc0be1edb3b3fb8,ID,NA ; ID,nb ; -
ID_clean_dedup.db,ca3f60a4823a990021bf121b75a4bdde,ID,ID,-
ID_clean_dedup.db,2547f6e5bd72517127cbfecf0c2c45d7,ID,LY ; ID,- ; -
ID_clean_dedup.db,4450edcc1a397e8f863c211e8a6bde92,ID,IP ; ID,oe ; -
ID_clean_dedup.db,980d672278df79f5f5e2c329c8b3fa97,ID,LY ; ID,- ; -
ID_clean_dedup.db,f0e2796b704d821d0bf7b2c2f302382f,ID,LY ; ID,- ; -
ID_clean_dedup.db,10d10e4d0517547646be197f39d90bcb,ID,IP ; ID,ds ; -
ID_clean_dedup.db,cb7fe113b697eb1e9abff86fe9cd3471,ID,LY ; ID,- ; -
ID_clean_dedup.db,46818fe831fd442f372e9a9e459c74fd,ID,IN ; ID ; OP,oi ; - ; rv
ID_clean_dedup.db,786098d54f5a733d83afe2d8043c1f45,ID,LY ; ID,- ; -
ID_clean_dedup.db,908a2486585430733026ca86e33fa4d8,ID,OP ; IN ; ID,rs ; oi ; -
ID_clean_dedup.db,14029fcee7aa799fcabca3d3ad696734,ID,ID,-
ID_clean_dedup.db,c10a0ac85bba379ebef51ef904267a70,ID,IN ; OP ; ID,dtp ; rv ; -
ID_clean_dedup.db,e7a026f651f0f286e32e720d9cd8c638,ID,HI ; ID,oh ; -
ID_clean_dedup.db,2e103b4c17aedd99ff8ebfab25edd942,ID,ID ; IN ; OP,- ; oi ; oo
ID_clean_dedup.db,d50bc9381006f565d203280d1f892180,ID,HI ; ID,oh ; -
ID_clean_dedup.db,f0277784dec2c9c2e825b6b019006eac,ID,OP ; ID,oo ; -
ID_clean_dedup.db,384ea7cdc897cf6554da774adbaf627e,ID,LY ; ID,- ; -
ID_clean_dedup.db,61739ea951046c6aebb7423ec192c21e,ID,IP ; ID ; OP,ds ; - ; rv
ID_clean_dedup.db,6aeb1da6b556f2f9a0fbd6ba7c03edc8,ID,ID,-
ID_clean_dedup.db,af4e048b1a2bb8d7d447ef3addc460a0,ID,IP ; OP ; ID ; IN,ds ; rv ; - ; oi
ID_clean_dedup.db,7c5c88a78d52f4fe4b074be3b92e7d03,ID,IN ; ID ; IN,dtp ; - ; oi
ID_clean_dedup.db,0f2c9f5ab714ad03f963f346edf1a058,ID,OP ; ID,rv ; -
ID_clean_dedup.db,d9df7109a219f6f22be96768ade0ca73,ID,LY ; ID,- ; -
ID_clean_dedup.db,2b5e9783c856a04a03aceb4cda78c513,ID,ID,-
ID_clean_dedup.db,1b1a5c8c5b98ea5b8ee872660e673478,ID,IP ; ID,ds ; -
ID_clean_dedup.db,f37281413062090e8bcf8209b6014c2c,ID,IN ; ID ; OP,dtp ; - ; rv
ID_clean_dedup.db,f729329a151ae0827c8ef4f945ae0a66,ID,NA ; ID,ne ; -
ID_clean_dedup.db,24d687c02052de55ea4ebbc99d37513b,ID,IP ; ID,ds ; -
ID_clean_dedup.db,e53ffeaa06a5b65794f0e7f4a03d5013,ID,ID,-
ID_clean_dedup.db,a84c93407744695c3a8ec06de4bc47bd,ID,IN ; OP ; ID,dtp ; rv ; -
ID_clean_dedup.db,3f7763254b2f54b1ec095e6aaa9760f5,ID,IN ; OP ; ID,dtp ; av ; -
ID_clean_dedup.db,dd458a05757d899d9d036b3272b492b4,ID,ID,-
ID_clean_dedup.db,a888500353e83f255f1bf137a5ab8cc6,ID,HI ; ID,re ; -
ID_clean_dedup.db,853c1ba3f3a41be11d831121a87d6e43,ID,IP ; OP ; ID,ds ; rv ; -
it.db,0925836ef9147f2cde8a5a3e15f739eb,SP,SP ; NA,it ; ne
it.db,c199e562fda32393b858d4c85274777a,SP,SP ; OP,it ; ob
it.db,28a06ce158ebbeea3952752632f0ee6b,SP,SP,it
it.db,35e5259b308d30254b5b787a65ecd849,SP,SP,it
it.db,f6a1731e92e3a544420011374463fca8,SP,SP ; ID ; OP ; OP,it ; - ; rs ; oo
it.db,f6a1731e92e3a544420011374463fca8,ID,SP ; ID ; OP ; OP,it ; - ; rs ; oo
it_2.db,c9ef7c4dc7373f9fde2e2ac615c67124,SP,SP ; NA,it ; ne
it_2.db,676f1bc3409ad4cbb90ac9db7f42d68e,SP,SP,os
it_2.db,3dcb9e5589180ada3551233ed1bf7b73,SP,SP ; IN,it ; oi
it_2.db,c592bbb5ff539f183dde5cd1028721a5,SP,SP,it
it_2.db,48bc4ace258defa390b3e91c1920dba7,SP,SP,it
it_3.db,6259b92853c89b786a44a3d806e6e40f,SP,SP ; NA,it ; ne
it_3.db,b9313a2b5a41f95c3e3b1e4482b7030b,SP,SP ; NA,it ; ne
it_3.db,f437c1a7b7e2793f80d60dfd58d1e40a,SP,SP,os
it_3.db,a0151067102623e86a91fa504a97dddf,SP,SP,os
it_3.db,ced0067acb98932287632262172ec863,SP,SP,it
it_3.db,775c11d6b3bf021f0f1611112c3000c3,SP,SP ; IP,it ; ds
it_3.db,5588ef1f79d291063f8d47f382afc26d,SP,SP ; NA,it ; ne
it_3.db,ca176397423734c9952789b30602e60c,SP,SP ; OP,os ; rs
it_3.db,afd8bf6b344d27c32693eb53bd33c91d,SP,SP ; IP,it ; ed
it_3.db,5a4371e772648506f4bde227648cd9af,SP,SP ; NA,it ; sr
it_3.db,72572f5a87482ff97f7de8797046a75f,SP,SP ; NA,it ; ne
it_3.db,c877ee790d09ee59abe54ce6d5fa1d08,SP,SP ; OP,it ; rs
it_3.db,1806cf947cbf5789601bb88c3064be77,SP,SP ; NA,it ; ne
it_3.db,06e19465d0945c271e660085d53afd7c,SP,SP,it
it_3.db,276deed41c692c5d046790316e485e3a,SP,SP ; NA,it ; ne
it_3.db,b6fcb3b7c3883295097dec50760ebba0,SP,SP ; NA,it ; ne
it_3.db,3d39687e82f87c1f8b68608c4c8d53ad,SP,SP ; NA ; SP,it ; sr ; os
it_3.db,3d39687e82f87c1f8b68608c4c8d53ad,SP,SP ; NA ; SP,it ; sr ; os
it_3.db,5298a06796130bdcea9b7316bb9b8d7c,SP,SP ; NA,it ; ne
it_3.db,77f16187136f019efca9b802897f269e,SP,SP ; NA,os ; ne
it_3.db,45d8a46d961e5288a2bb99a2f664f372,SP,SP,it
it_3.db,2199009f71d3894ca208981a01a53c4f,SP,SP,it
it_3.db,f65b70e18485fcc61d1bd14251966217,SP,SP ; IN,it ; dtp
it_3.db,2d0377c49804756014a11cc89340d51a,SP,SP,it
it_3.db,842f9bea90767c741a357f7c62f199f4,SP,SP ; IP,it ; ds
it_3.db,12672f7f3364218449cdc10ce4ac58f9,SP,SP,it
it_3.db,ba9df55b422d5e8d5b0d2369cb595b1c,SP,SP ; NA,it ; sr
it_3.db,55e2663234f7ce95a84f487672789172,SP,SP,it
it_3.db,b2b327254826dad9a2014ca6f21d9a76,SP,SP,it
it_3.db,4b157b90a20613bf68a0f1ed84e4ad84,SP,SP,it
it_3.db,349e999b418fd06ce05e5456dc057ea0,SP,SP ; NA,it ; ne
it_3.db,5e0b37a451571709c146f7124d8c2bda,SP,NA ; SP ; OP,nb ; os ; oo
it_3.db,7ee1538cf18fed901f9742f1ae7addd8,SP,SP,it
it_3.db,c648940d2c9d484c0cfd94b8f2bd2726,SP,NA ; SP,sr ; os
it_3.db,eee73e9931f103988c5d84d0738d1c23,SP,SP,it
it_3.db,7fd1d9b77d143c7d13110b25f45da917,SP,SP,it
it_3.db,1b1044cc260fcd8367dbc9862f181fce,SP,NA ; SP,sr ; os
it_3.db,697872d50782eb3d836643d48620e225,SP,SP ; NA,os ; ne
it_3.db,af3a70d66e7beb22f62633c081d63d12,SP,SP,it
it_3.db,fa4aba7179033034277ab7a78e3ed23a,SP,SP ; NA,os ; sr
it_3.db,071a0ab911583c4b98be68fee3c2418a,SP,SP ; NA,it ; on
it_3.db,9bd517ad8762c41d00f21d6b17477c73,SP,SP,it
it_3.db,f75e66a33bd90b1510173beae3bdef91,SP,SP ; NA,it ; ne
it_3.db,bc2a665e845c44eab4d3aa412ee66e72,SP,SP ; NA,it ; ne
it_3.db,ba761c54439503a37852daf5b2cdfadd,SP,SP,it
it_3.db,8c0da41bf3c3aff4e0015b9b9829cc7f,SP,SP ; NA,it ; ne
it_3.db,a811e0fed11f76a200fc44159d967041,SP,SP ; NA,it ; sr
it_3.db,17786c347d1da5754b31b90ae8e85d1a,SP,SP,it
it_3.db,ad08a0f87ea523514aeaf51777a8eff0,SP,SP ; NA,it ; ne
it_3.db,33ada5758efd862ab98f864b82e6c6e2,SP,SP ; NA,it ; ne
it_3.db,9242dcab168ffedde5f6c329a522bed7,SP,SP,it
it_3.db,c02aa5512d6840b6eec72f2d6fb8f27c,SP,SP ; IN,it ; oi
it_3.db,d62c6c92b75b5ea47fa826a8ab343da0,SP,SP ; IN,it ; oi
it_3.db,d4c5977154775822b5d008121f8894fa,SP,SP ; NA,it ; ne
it_3.db,e74badfa983963d33be87cdb12be8d0c,SP,SP ; IN,it ; dtp
it_3.db,d7549f89cc425695531707c844fb2851,SP,NA ; SP,ne ; os
it_3.db,98cf798c31de961b55985aabf3e59550,SP,SP ; NA,it ; on
it_3.db,7141b7c55c8605d60297b8a3a8953f97,SP,SP ; NA,os ; ne
it_3.db,e60aedd803af06f243082f13b1f3ac02,SP,SP,os
it_3.db,27fdeb9a9960c4140edaefbfa5599e39,SP,SP ; NA,it ; on
it_3.db,77d96fdcfac5bfc9890dc18f1d2bbaf6,SP,SP ; IN,it ; dtp
it_3.db,f8cd406401b4b536743e8b82dae7be9b,SP,SP ; NA,it ; on
it_3.db,0028a06c460e14975b81f3dd804492af,SP,SP ; IN,it ; dtp
it_3.db,9ddf7a611841b646a2f1b69c1a8741af,SP,SP,it
it_3.db,70a84f8373880d8986614b8b193e5577,SP,SP ; OP,it ; ob
it_3.db,002d77d92896de57c62bbfac2f448643,SP,SP ; NA,it ; on
it_3.db,5f6221ed198f4e428aa014076f069440,SP,SP ; IP ; NA,it ; ed ; on
it_3.db,b232ceb74d501acef497f2304bf9f64a,SP,SP,it
it_3.db,bba1906b9ab49fdf9e7af0dc736d4b79,SP,SP ; IN,it ; dtp
it_3.db,c9c475ed425bc2da8e276541fb7d3429,SP,SP ; NA,it ; ne
it_3.db,dd1efef8adedc01b92587d4d4e0a9ff1,SP,SP ; NA,it ; on
it_3.db,f4f933425822f8857e1b41fc34aab0eb,SP,SP ; NA,it ; on
it_3.db,7b936984e6f07fc47ca79eb1ca2875b5,SP,SP ; NA,it ; sr
it_3.db,878a46bfc49e9e44c560557b222980c5,SP,SP ; IN,it ; dtp
it_3.db,1c1e440321a9138788f9c25a0750c87c,SP,SP ; IN,it ; dtp
it_3.db,08ec37b9aa5143afce05ea117baec0ad,SP,SP,it
it_3.db,8ec38c2a4062f7649ecd176feb9f2fae,SP,SP ; NA,it ; ne
it_3.db,0203e4c2dea2240e1f2972e2d02b9722,SP,SP,it
it_3.db,4166ebe0c40b168a3289409ae3068f18,SP,SP,os
it_3.db,3dfdf0b2cc1b213ad9a5ffa3e98155e0,SP,SP,it
it_3.db,e0c1f5f6a313bdbac2e3d0f928e5923a,SP,SP,it
it_3.db,30251036ff2c09dab990df5805ca904f,SP,SP,it
it_3.db,dcccd4c6ba7123ac547754e7ebc6de18,SP,SP ; NA,it ; on
it_3.db,32985fa88036770a3a738c49c63ec79e,SP,SP ; NA,it ; ne
it_3.db,8b5bd600517fefd3994547872b1c231e,SP,SP ; OP ; ID,it ; rv ; -
